"Auto","Hete","Mixo","ID","Partition_A","Partition_B","Partition_C","Partition_D","Highlight"
3002300,4999000,5919900,"g6303.t1","turquoise","black","grey",7,0
15508000,10304000,9029300,"g6328.t1","turquoise","black","grey",3,0
2267400,0,0,"g6376.t1","turquoise","black","turquoise",4,0.000213607438162356
5105500,5518700,3732600,"g6390.t1","brown","brown","grey",8,0
15890000,3148800,0,"g6397.t1","turquoise","black","grey",3,0
1569000,0,1707900,"g64.t1","blue","blue","grey",10,0
0,1130300,2407500,"g640.t1","pink","brown","grey",6,0.000346378591828564
0,1653300,4334500,"g6427.t1","pink","brown","grey",6,0.000353921174230191
523720,0,0,"g644.t1","turquoise","black","turquoise",4,0.000224954765616717
0,1166700,781110,"g6443.t1","yellow","blue","grey",9,0.000115749629932661
2126100,1891400,1620400,"g6489.t1","pink","brown","grey",6,0.000346958790474843
0,565630,581540,"g6499.t1","turquoise","black","grey",4,0.0222784676198211
843230,0,691580,"g6509.t1","green","green","grey",14,0
3193600,9055200,4925400,"g6512.t1","green","green","grey",2,0
0,979280,0,"g6517.t1","blue","blue","brown",12,0.204928083665639
2350400,8659900,6234100,"g6540.t1","yellow","blue","grey",9,0.0239012832334635
0,839400,0,"g6542.t1","blue","blue","brown",12,5.19736212172038e-05
1460900,1110300,1345600,"g6545.t1","green","green","grey",2,0.0775435490751887
40147000,43250000,61466000,"g6619.t1","brown","brown","grey",6,0
9007700,0,5336300,"g6636.t1","yellow","blue","grey",2,0.077315531007201
3311500,2324100,1736000,"g6661.t1","magenta","brown","grey",7,0.00950365382605006
0,0,1918700,"g6682.t1","brown","brown","blue",1,1.27195876959494e-05
317410,617860,489530,"g6685.t1","yellow","blue","grey",11,0.000131124894059055
1429000,3661600,3876900,"g6702.t1","turquoise","black","grey",3,0
1641600,0,0,"g6712.t1","turquoise","black","turquoise",4,0.00018795409385896
15217000,55879000,7879900,"g6715.t1","blue","blue","grey",10,0.0861026395050965
0,0,1273500,"g6716.t1","brown","brown","blue",1,8.94584475232824e-06
0,0,737520,"g6730.t1","brown","brown","blue",1,1.14029223912489e-05
653570,760110,753370,"g6800.t1","turquoise","black","grey",16,0.0380146153042002
3378500,3944500,3805600,"g6807.t1","black","black","grey",5,0.0436193342272554
1660700,0,1630000,"g6808.t1","blue","blue","grey",13,0
0,971100,614210,"g6829.t1","yellow","blue","grey",9,0.0470494686240569
0,0,2861300,"g683.t1","brown","brown","blue",1,3.84973711406123e-05
1651100,0,0,"g6833.t1","turquoise","black","turquoise",4,0.000108282657544416
9613400,6479400,3947300,"g684.t1","magenta","brown","grey",7,0
8592200,7083500,9424800,"g6847.t1","red","green","grey",15,0.000130254596089636
2682100,1551200,2954500,"g6849.t1","blue","blue","grey",10,0
0,1465000,399930,"g685.t1","green","green","grey",2,0.0519916006930614
0,1731100,0,"g6878.t1","blue","blue","brown",12,2.77331594901601e-05
246460,326380,0,"g6883.t1","brown","brown","grey",8,5.80198646279003e-07
0,348220,569630,"g692.t1","magenta","brown","grey",7,0.000342027101981472
0,1287500,652980,"g6921.t1","yellow","blue","grey",11,0.000828523666886416
20650000,6850500,6133700,"g6941.t1","turquoise","black","grey",3,0
904620,0,1338600,"g6945.t1","red","green","grey",10,0
0,0,2067400,"g6981.t1","brown","brown","blue",1,1.42555180067366e-06
42870000,45083000,48834000,"g6992.t1.g11187.t1","pink","brown","grey",6,0.000342027101981472
1084100,0,0,"g700.t1","turquoise","black","turquoise",4,0.000262432415548139
1957300,2726900,2459800,"g7016.t1","yellow","blue","grey",9,0
0,2611300,1967700,"g7025.t1","black","black","grey",5,0
2281300,0,1226300,"g7067.t1.g7067.t2","yellow","blue","grey",11,0.0254214036867145
1804300,5158500,759490,"g7075.t1","blue","blue","grey",10,0.0627867767057285
4654300,0,1686300,"g708.t1","yellow","blue","grey",9,0
35943000,12578000,30041000,"g7085.t1","green","green","grey",2,5.80198646279003e-07
1817400,1792200,3244500,"g7089.t1","brown","brown","grey",1,2.90099323139501e-07
3088400,5725800,3341800,"g7102.t1","blue","blue","grey",13,0.0511839641774411
7238600,2901000,3931800,"g7113.t1","black","black","grey",5,5.13475801956917e-05
1034100,0,706970,"g7114.t1","green","green","grey",2,0.0258878833983228
11505000,15122000,30301000,"g7122.t1","brown","brown","grey",6,0.000164196216896958
45324000,46183000,47803000,"g7131.t1","pink","brown","grey",6,0.0030338587213929
2744300,3129600,3145200,"g7155.t1","turquoise","black","grey",3,0.0105688985406183
463280,0,479960,"g7165.t1","blue","blue","grey",10,0
37887000,32133000,74936000,"g7188.t1","brown","brown","grey",8,0
3918700,6168700,5886100,"g7199.t1","black","black","grey",5,0.060144552070574
13869000,14089000,3116400,"g7201.t1","brown","brown","grey",1,0.0144127145722167
310030,0,0,"g7238.t1","turquoise","black","turquoise",4,0.879626781720406
9997800,3848300,5244600,"g7315.t1","black","black","grey",5,0
527710,1029000,1228300,"g7349.t1","turquoise","black","grey",7,0.0129656991483969
6677600,3967300,3251100,"g7365.t1","turquoise","black","grey",3,0.000323750844623683
1307700,0,2636200,"g7379.t1","red","green","grey",15,0.0174523752800724
0,0,379870,"g739.t1","brown","brown","blue",1,1.65771041794001e-07
0,395350,313820,"g7396.t1","black","black","grey",5,0.0418578511371524
1010700,728670,1810300,"g7401.t1","brown","brown","grey",8,0.000346958790474844
11126000,12708000,8055800,"g7406.t1","red","green","grey",8,0
0,817520,549870,"g7416.t1","yellow","blue","grey",9,5.80198646279003e-07
7808700,6457000,3225200,"g7422.t1","pink","brown","grey",6,0.00704245116853453
25899000,15801000,15166000,"g7424.t1","turquoise","black","grey",3,0
1880800,4935900,2374600,"g7453.t1","green","green","grey",14,0
2603800,1793700,3127000,"g7469.t1","red","green","grey",15,0.0374680681794054
0,0,620200,"g747.t1","brown","brown","blue",1,1.18536947602256e-05
2380900,3485800,3130200,"g7476.t1","yellow","blue","grey",9,0
10691000,4164800,8863400,"g7479.t1","green","green","grey",2,0.0259766537912035
2591100,0,2446800,"g7490.t1","blue","blue","grey",13,0.0505643120232151
3890900,637030,981910,"g7527.t1","black","black","grey",5,0.0394210168227806
862290,992670,1007200,"g753.t1","turquoise","black","grey",3,0
670800,1497800,1274300,"g7543.t1","black","black","grey",9,0.0222187071592544
1016800,3636000,880440,"g7547.t1","blue","blue","grey",10,0.0448290484047471
1759200,2171500,1944900,"g7615.t1","yellow","blue","grey",2,0.0254979899080233
5195600,979190,2263800,"g7621.t1","yellow","blue","grey",9,0.0227931038190706
5497700,2414500,1536200,"g7626.t1","turquoise","black","grey",7,0.00587973308139141
0,3432500,0,"g7660.t1","blue","blue","brown",12,6.63480775462197e-06
343310,0,0,"g7671.t1","turquoise","black","turquoise",4,1.31579844426504e-06
13720000,5121600,4945900,"g7676.t1","turquoise","black","grey",4,0.000304024090650197
2838800,9779800,7081000,"g7683.t1","yellow","blue","grey",9,0
317270,0,157470,"g7729.t1","yellow","blue","grey",11,0
1577800,3995200,2197400,"g7730.t1","green","green","grey",2,0.0780448407055738
0,0,536670,"g7765.t1","brown","brown","blue",1,5.17911109370137e-05
3642800,2325400,4391800,"g7769.t1","red","green","grey",15,0
381880,808480,695920,"g7778.t1","black","black","grey",5,0
2406200,1375800,1624700,"g7807.t1","black","black","grey",5,0
0,0,896770,"g7816.t1","brown","brown","blue",1,1.32815596632928e-05
5800100,6637600,15575000,"g7851.t1","brown","brown","grey",6,0.00663689231478551
1136300,0,0,"g7861.t1","turquoise","black","turquoise",4,0.000111581906004208
58638000,25658000,19824000,"g787.t1","turquoise","black","grey",3,0.0313191229261406
18581000,18146000,27824000,"g79.t1.g79.t2","brown","brown","grey",8,0.0277253725110884
6033800,3593700,2939800,"g7902.t1","turquoise","black","grey",3,5.80198646279003e-07
1416600,3321000,2629500,"g8010.t1","yellow","blue","grey",9,0.0471863955045787
3141300,1465100,2779400,"g8032.t1","green","green","grey",14,0
1428400,3495900,2037100,"g8039.t1","green","green","grey",2,0
1277400,513290,684270,"g8057.t1","black","black","grey",5,0
38618000,71037000,69783000,"g809.t1.g9827.t1.g4593.t1","turquoise","black","grey",16,0.0356508860192596
0,964740,449750,"g8109.t1","yellow","blue","grey",11,0.0507337300279285
9177200,3796900,6651400,"g8111.t1","yellow","blue","grey",11,0
2729800,0,2040400,"g8121.t1","green","green","grey",2,8.61594989724319e-05
9557700,2052900,11053000,"g8131.t1","blue","blue","grey",10,0
856660,0,0,"g8133.t1","turquoise","black","turquoise",4,0.000261295710051492
0,641460,1036900,"g816.t1","magenta","brown","grey",7,0.00340170466313379
435550,1043300,0,"g8170.t1","red","green","grey",15,0.0184555387394888
955750,1694500,626760,"g8188.t1","red","green","grey",10,0.0201311524299425
3252500,0,0,"g8189.t1","turquoise","black","turquoise",4,9.82466084514472e-05
1860800,0,1051600,"g8223.t1","yellow","blue","grey",2,0.0507302488360509
0,231210,233090,"g8268.t1","turquoise","black","grey",4,0.530507533218437
708920,0,0,"g8272.t1","turquoise","black","turquoise",4,1.4311640845023e-05
3384000,4163900,2930600,"g8288.t1","red","green","grey",15,0.000520438185712265
479800,1453900,813210,"g8305.t1","green","green","grey",2,7.91971152170839e-05
0,0,154860,"g8315.t1","brown","brown","blue",1,1.87127463956502e-05
1279500,5389100,3750600,"g8320.t1","yellow","blue","grey",9,0.0241884815633716
7591700,10695000,11807000,"g8328.t1","turquoise","black","grey",7,1.68257607420911e-05
13615000,6306600,13705000,"g8340.t1","blue","blue","grey",12,0.137844754780258
923130,0,0,"g8360.t1","turquoise","black","turquoise",4,2.9231956189037e-05
3240000,2068700,1454400,"g8370.t1","magenta","brown","grey",7,0
1728300,1448100,2649300,"g8379.t1","brown","brown","grey",8,0.0465739958334312
0,0,221670,"g8399.t1","brown","brown","blue",1,5.17911109370137e-05
1166800,703410,755550,"g8408.t1.g8408.t2","black","black","grey",5,0.01988050661475
3891800,8868600,4540300,"g845.t1","blue","blue","grey",14,0
503640,0,0,"g848.t1","turquoise","black","turquoise",4,2.9231956189037e-05
24278000,13828000,12555000,"g851.t1","turquoise","black","grey",3,0.0167897884260218
1749900,1234500,2051800,"g8510.t1","red","green","grey",15,0.0375846881073075
3720200,0,2976300,"g8516.t1","green","green","grey",14,8.87703928806874e-05
1515100,5745400,5831500,"g8611.t1","turquoise","black","grey",4,0.02245484800829
3817700,9513800,11538000,"g8617.t1","turquoise","black","grey",7,0.000164776415543237
0,0,1871000,"g8632.t1","brown","brown","blue",1,5.17911109370137e-05
1414900,751720,975710,"g8657.t1","yellow","blue","grey",9,0.0232073656525138
1098400,2044800,2718600,"g8670.t1","magenta","brown","grey",7,0.000691596786364571
1425200,994910,1615000,"g8671.t1","red","green","grey",10,4.58356930560412e-05
1581200,765700,1763700,"g8688.t1","blue","blue","grey",10,0
1110200,0,1183900,"g8689.t1","blue","blue","grey",10,0.000119811020456614
1385400,3191600,1510700,"g8690.t1","blue","blue","grey",13,0.0254475126257971
612610,0,300210,"g8691.t1","yellow","blue","grey",11,0.0750875682054897
6272700,4134100,2660400,"g8699.t1","magenta","brown","grey",7,0.00344405916431216
2364000,1194000,1402400,"g8707.t1","black","black","grey",5,0
14881000,3174700,3571800,"g8712.t1","turquoise","black","grey",16,0.000922515847583614
2171400,5388700,5905100,"g8754.t1","turquoise","black","grey",3,8.70297969418504e-07
325130,0,0,"g8762.t1","turquoise","black","turquoise",4,0.000183849991805508
1736400,0,363580,"g8770.t1","black","black","grey",5,0
280980,0,272870,"g8816.t1","blue","blue","grey",13,0.000410780641565534
1662000,616160,1051500,"g8823.t1","yellow","blue","grey",11,0.0486484960932018
0,603470,0,"g8839.t1","blue","blue","brown",12,4.76432100404315e-05
5678100,14118000,6617700,"g8873.t1","blue","blue","grey",13,2.90099323139501e-07
0,0,425800,"g8918.t1","brown","brown","blue",1,1.67603673771704e-05
22713000,15302000,11753000,"g8926.t1","turquoise","black","grey",7,0.00335935016195543
1867500,806830,1117300,"g8937.t1","black","black","grey",9,5.51188713965052e-05
789950,1538800,3247400,"g8953.t1","pink","brown","grey",6,0
746840,1756700,1251500,"g8955.t1","yellow","blue","grey",11,0.0501784799234395
1842200,0,1437800,"g896.t1","green","green","grey",14,0.0260201686896744
10089000,7713600,3754500,"g8997.t1","pink","brown","grey",6,0.00406023012666046
0,553960,0,"g9031.t1","blue","blue","brown",12,1.7789605232377e-06
0,2328400,0,"g9036.t1","blue","blue","brown",12,3.59665462942564e-05
2468100,946940,0,"g9088.t1","magenta","brown","grey",7,0.00205738439970534
734980,2316400,970340,"g9092.t1","green","green","grey",14,0.0515367249543787
0,0,876820,"g9109.t1","brown","brown","blue",1,1.61590065501642e-05
16216000,1396700,1836500,"g9145.t1","turquoise","black","grey",16,0.000499551034446221
3681600,3430200,3981300,"g9152.t1","red","green","grey",15,0
38098000,64257000,195030000,"g9159.t1","brown","brown","grey",6,0
486800,661080,0,"g9170.t1.g10014.t1","brown","brown","grey",8,0.0477950238845254
0,0,1151400,"g9200.t1","brown","brown","blue",1,5.17911109370137e-05
16564000,18519000,16821000,"g9204.t1","blue","blue","grey",14,0
1087300,1925000,1566200,"g9230.t1","yellow","blue","grey",11,0.000429346998246462
4558300,8494300,5844300,"g9242.t1","green","green","grey",2,9.34119820509194e-05
73847000,15919000,35903000,"g9265.t1","yellow","blue","grey",9,0.0232642251198492
9798500,6091100,11207000,"g9269.t1","blue","blue","grey",10,0
514470,0,0,"g9273.t1","turquoise","black","turquoise",4,0.000214899104230763
4854800,1727800,2944400,"g928.t1","yellow","blue","grey",9,0.0239993368046847
2119500,0,0,"g9310.t1","turquoise","black","turquoise",4,4.89399918723682e-06
3117400,4407400,6734700,"g9313.t1","pink","brown","grey",6,0.000506803517524709
288720,1994900,705350,"g9315.t1","green","green","grey",2,0.0522149771718788
3479800,0,1011100,"g9327.t1","black","black","grey",9,0.02247979655008
941140,0,0,"g9329.t1","turquoise","black","turquoise",4,4.83498871899169e-07
0,873570,611940,"g9330.t1","yellow","blue","grey",9,0.0680085645222396
18026000,7858100,7337800,"g9341.t1","turquoise","black","grey",3,0.000153462541940796
48134000,18197000,7869400,"g9401.t1","turquoise","black","grey",7,0.00526356211904311
0,0,146970,"g9402.t1","brown","brown","blue",1,5.17911109370137e-05
24368000,19735000,12421000,"g9417.t1","pink","brown","grey",6,0.00375272484413259
455770,0,1094200,"g952.t1","red","green","grey",15,0.0168820400107801
7782200,7311800,7338200,"g9589.t1","turquoise","black","grey",16,0.0567503899898418
1486100,3157000,2988800,"g9591.t1","black","black","grey",5,0.0194511596165036
2730800,2147800,3301600,"g9594.t1","red","green","grey",15,0
0,0,465430,"g9614.t1","brown","brown","blue",1,0.00658293155325747
967400,1868500,2025100,"g962.t2.g962.t1","turquoise","black","grey",3,5.80198646279003e-07
653510,0,938760,"g9671.t1","red","green","grey",10,2.90099323139501e-07
0,1390600,0,"g9698.t1","blue","blue","brown",12,4.84349919973916e-05
1382800,1672700,1219800,"g9730.t1","red","green","grey",15,0.0970280701138533
1982600,1836500,1463600,"g9761.t1","pink","brown","grey",6,1.33445688644171e-05
1218900,0,918900,"g9762.t1","green","green","grey",2,0
2112400,1147500,1970600,"g9788.t1","green","green","grey",14,0
0,2145400,2052700,"g9796.t1","turquoise","black","grey",16,0.0366441861016892
0,0,667590,"g9798.t1","brown","brown","blue",1,2.55969991005442e-07
9694800,6814400,9894400,"g9852.t1","blue","blue","grey",10,5.42485734270867e-05
2444100,926220,1303800,"g9853.t1","black","black","grey",5,0.0438966691801768
0,649710,0,"g9895.t1","blue","blue","brown",12,5.84431229097165e-05
41213000,39937000,79357000,"g9920.t1","brown","brown","grey",1,0.0413130446082964
1653700,0,0,"g9945.t1","turquoise","black","turquoise",4,4.13309596266776e-05
10292000,0,3819800,"g9961.t1","yellow","blue","grey",9,0.0238009088676572
0,618670,0,"g9971.t1","blue","blue","brown",12,2.46030260576938e-06
5456800,9628500,7933300,"g9972.t1","yellow","blue","grey",11,0.0242343172564277
517560,1553600,1506100,"g9973.t1","turquoise","black","grey",16,0.0556468521646191
6367000,5610200,4006900,"g9979.t1","pink","brown","grey",6,0
0,0,1099000,"g9980.t1","brown","brown","blue",1,0.259528498460794
4805900,6605200,11311000,"g9999.t1","pink","brown","grey",6,0.0129665694463663
